"meca_copiespm3.ln.diffmeth.mean","MindistPigs15.NEG.95Win.10to90scaled","MindistPoultry250.NEG.95Win.10to90scaled","MindistCows5.NEG.95Win.10to90scaled","MindistHorses5.NEG.95Win.10to90scaled","MindistGoats50.NEG.95Win.10to90scaled","MindistSheep50.NEG.95Win.10to90scaled","MinDistAnyFarm.NEG.95Win.10to90scaled","MindistPigs15.INV.95Win.10to90scaled","MindistPoultry250.INV.95Win.10to90scaled","MindistCows5.INV.95Win.10to90scaled","MindistHorses5.INV.95Win.10to90scaled","MindistGoats50.INV.95Win.10to90scaled","MindistSheep50.INV.95Win.10to90scaled","MinDistAnyFarm.INV.95Win.10to90scaled","npigs.500m.95Win.10to90scaled","npoultry.500m.95Win.10to90scaled","ncows.500m.95Win.10to90scaled","nhorses.500m.95Win.10to90scaled","npigs.1000m.95Win.10to90scaled","npoultry.1000m.95Win.10to90scaled","ncows.1000m.95Win.10to90scaled","nhorses.1000m.95Win.10to90scaled","nsheep.1000m.95Win.10to90scaled","npigs.3000m.95Win.10to90scaled","npoultry.3000m.95Win.10to90scaled","ncows.3000m.95Win.10to90scaled","nhorses.3000m.95Win.10to90scaled","ngoats.3000m.95Win.10to90scaled","nsheep.3000m.95Win.10to90scaled","AllFarm.250m.95Win.10to90scaled","AllFarm.500m.95Win.10to90scaled","AllFarm.1000m.95Win.10to90scaled","AllFarm.3000m.95Win.10to90scaled","PigFarm.500m.95Win.10to90scaled","PoultryFarm.500m.95Win.10to90scaled","CattleFarm.500m.95Win.10to90scaled","PigFarm.1000m.95Win.10to90scaled","PoultryFarm.1000m.95Win.10to90scaled","CattleFarm.1000m.95Win.10to90scaled","HorseFarm.1000m.95Win.10to90scaled","PigFarm.3000m.95Win.10to90scaled","PoultryFarm.3000m.95Win.10to90scaled","CattleFarm.3000m.95Win.10to90scaled","HorseFarm.3000m.95Win.10to90scaled","GoatFarm.3000m.95Win.10to90scaled","SheepFarm.3000m.95Win.10to90scaled","npigsWghtDist.1000m.sum.95Win.10to90scaled","npoultryWghtDist.1000m.sum.95Win.10to90scaled","ncowsWghtDist.1000m.sum.95Win.10to90scaled","nhorsesWghtDist.1000m.sum.95Win.10to90scaled","nsheepWghtDist.1000m.sum.95Win.10to90scaled","npigsWghtDist.3000m.sum.95Win.10to90scaled","npoultryWghtDist.3000m.sum.95Win.10to90scaled","ncowsWghtDist.3000m.sum.95Win.10to90scaled","nhorsesWghtDist.3000m.sum.95Win.10to90scaled","ngoatsWghtDist.3000m.sum.95Win.10to90scaled","nsheepWghtDist.3000m.sum.95Win.10to90scaled","nAnyFarmWghtDist.1000m.sum.95Win.10to90scaled","nPigFarmWghtDist.1000m.sum.95Win.10to90scaled","nPoultryFarmWghtDist.1000m.sum.95Win.10to90scaled","nCattleFarmWghtDist.1000m.sum.95Win.10to90scaled","nHorseFarmWghtDist.1000m.sum.95Win.10to90scaled","nAnyFarmWghtDist.3000m.sum.95Win.10to90scaled","nPigFarmWghtDist.3000m.sum.95Win.10to90scaled","nPoultryFarmWghtDist.3000m.sum.95Win.10to90scaled","nCattleFarmWghtDist.3000m.sum.95Win.10to90scaled","nHorseFarmWghtDist.3000m.sum.95Win.10to90scaled","nGoatFarmWghtDist.3000m.sum.95Win.10to90scaled","nSheepFarmWghtDist.3000m.sum.95Win.10to90scaled","nfatpigs.500m.95Win.10to90scaled","ndairycows.500m.95Win.10to90scaled","nmeatcows.500m.95Win.10to90scaled","npiglets.1000m.95Win.10to90scaled","nsows.1000m.95Win.10to90scaled","nboars.1000m.95Win.10to90scaled","nfatpigs.1000m.95Win.10to90scaled","nlayinghens.1000m.95Win.10to90scaled","nbroilerchicks.1000m.95Win.10to90scaled","ndairycows.1000m.95Win.10to90scaled","nmeatcows.1000m.95Win.10to90scaled","npiglets.3000m.95Win.10to90scaled","nsows.3000m.95Win.10to90scaled","nboars.3000m.95Win.10to90scaled","nfatpigs.3000m.95Win.10to90scaled","nlayinghens.3000m.95Win.10to90scaled","nbroilerchicks.3000m.95Win.10to90scaled","notherpoultryanim.3000m.95Win.10to90scaled","ndairycows.3000m.95Win.10to90scaled","nmeatcows.3000m.95Win.10to90scaled","DairyctlFarm.500m.95Win.10to90scaled","PigMultipFarm.1000m.95Win.10to90scaled","FatpigFarm.1000m.95Win.10to90scaled","HensFarm.1000m.95Win.10to90scaled","BroilerFarm.1000m.95Win.10to90scaled","DairyctlFarm.1000m.95Win.10to90scaled","MeatctlFarm.1000m.95Win.10to90scaled","PigMultipFarm.3000m.95Win.10to90scaled","FatpigFarm.3000m.95Win.10to90scaled","HensFarm.3000m.95Win.10to90scaled","BroilerFarm.3000m.95Win.10to90scaled","OthpoultFarm.3000m.95Win.10to90scaled","DairyctlFarm.3000m.95Win.10to90scaled","MeatctlFarm.3000m.95Win.10to90scaled","npigletsWghtDist.1000m.sum.95Win.10to90scaled","nsowsWghtDist.1000m.sum.95Win.10to90scaled","nboarsWghtDist.1000m.sum.95Win.10to90scaled","nfatpigsWghtDist.1000m.sum.95Win.10to90scaled","nlayinghensWghtDist.1000m.sum.95Win.10to90scaled","nbroilerchicksWghtDist.1000m.sum.95Win.10to90scaled","ndairycowsWghtDist.1000m.sum.95Win.10to90scaled","nmeatcowsWghtDist.1000m.sum.95Win.10to90scaled","npigletsWghtDist.3000m.sum.95Win.10to90scaled","nsowsWghtDist.3000m.sum.95Win.10to90scaled","nboarsWghtDist.3000m.sum.95Win.10to90scaled","nfatpigsWghtDist.3000m.sum.95Win.10to90scaled","nlayinghensWghtDist.3000m.sum.95Win.10to90scaled","nbroilerchicksWghtDist.3000m.sum.95Win.10to90scaled","notherpoultryanimWghtDist.3000m.sum.95Win.10to90scaled","ndairycowsWghtDist.3000m.sum.95Win.10to90scaled","nmeatcowsWghtDist.3000m.sum.95Win.10to90scaled","nPigMultipFarmWghtDist.1000m.sum.95Win.10to90scaled","nFatpigFarmWghtDist.1000m.sum.95Win.10to90scaled","nHensFarmWghtDist.1000m.sum.95Win.10to90scaled","nBroilerFarmWghtDist.1000m.sum.95Win.10to90scaled","nDairyctlFarmWghtDist.1000m.sum.95Win.10to90scaled","nMeatctlFarmWghtDist.1000m.sum.95Win.10to90scaled","nPigMultipFarmWghtDist.3000m.sum.95Win.10to90scaled","nFatpigFarmWghtDist.3000m.sum.95Win.10to90scaled","nHensFarmWghtDist.3000m.sum.95Win.10to90scaled","nBroilerFarmWghtDist.3000m.sum.95Win.10to90scaled","nOthpoultFarmWghtDist.3000m.sum.95Win.10to90scaled","nDairyctlFarmWghtDist.3000m.sum.95Win.10to90scaled","nMeatctlFarmWghtDist.3000m.sum.95Win.10to90scaled"
1.098766731,-1.48394840495196,-1.5986353539788,-1.40907120218815,-1.49103949410188,-0.590437009573849,-1.13009049101803,-1.50861401607964,0.175961748566474,0.0884910202732866,0.18055959815082,0.271822497075694,0.60283599178087,0.376104555455691,0.113572271899766,0,0,0,0,0,0,0,0,0,0.332732156853792,0.0279786073419656,0.628835610833811,0.0698739977090493,0.162902258644813,0.936642027455121,0,0,0,0.971428571428571,0,0,0,0,0,0,0,0.466666666666667,0.133333333333333,1.27777777777778,0.2,0.5,1,0,0,0,0,0,0.227835220605666,0.0140433420085015,0.343613584930876,0.0459653294445626,0.098629549092381,0.609865656982203,0,0,0,0,0,0.508858871801483,0.239191346340103,0.0692473308754983,0.947182506385097,0.10034750582763,0.365919639778191,0.444386144244154,0,0,0,0,0,0,0,0,0,0,0,0.327793476699076,1.00942946947328,0.6875,0.237608365577705,0.0382607742076982,0.0131626231645453,0.000247487996832154,0.850182481751825,0.42227183924086,0,0,0,0,0,0,0,0.5,0.4,0.142857142857143,0.0833333333333333,0,1.52,0.8,0,0,0,0,0,0,0,0,0.225336592375005,0.616794989275258,0.3986422403878,0.168973151697796,0.0194502611578671,0.0089366958677657,0.000182342391908662,0.513264735423212,0.243760245098015,0,0,0,0,0,0,0.264539301865373,0.207073757665061,0.0964715281319781,0.0480310903669253,0,0.99882225390482,0.449691888228712
2.003891956,-0.5288416258147,-0.344630531519158,-0.348847993723665,-1.49103949410188,-1.28097788618958,-0.62802972259357,-0.417106808602413,0.493755308538421,0.410482879939863,0.7293183517444,0.271822497075694,0.277863635572118,0.676770751790322,0.41077419269889,0.0326797385620915,0.0175015556938395,0.422391857506361,0,0.174477438619774,0.00591638180383907,0.32262156448203,0.0198675496688742,0,0.300694777374457,0.034973259177457,0.438916618934621,0.117983963344788,0,0.921858500527983,0,0.428571428571429,0.388888888888889,0.842857142857143,0,1,1,0.285714285714286,0.333333333333333,0.571428571428571,0,0.4,0.133333333333333,1.08333333333333,0.4,0,0.666666666666667,0.118339129647487,0.00627645478325714,0.391644602304744,0.0138671341177059,0,0.234357160768363,0.0211584197375842,0.40958190034567,0.0948686383752471,0,1.12817075701452,0.340044040021183,0.161888296676652,0.250361601490337,0.607862931920558,0,0.72363576975309,0.295423879071251,0.20072161579056,1.35287967351304,0.234658271791675,0,0.508313941926953,0.0691990577149588,0.773364485981308,0.00229357798165138,0.10991933339243,0.110296461587504,0.181818181818182,0.206204235886938,0.016973445986723,0,0.534751773049645,0.0087378640776699,0.277120551750563,0.903895609105629,0.6875,0.225535093304599,0.0766348649340205,0,0,0.876459854014599,0.0782863522188111,1,0.333333333333333,0.25,1,0,0.666666666666667,0,0.5,0.3,0.285714285714286,0,0,1.4,0.4,0.0711213023893428,0.0707041819446954,0.104444016199293,0.117711050618739,0.0260970041095243,0,0.639933294508775,0.00557011590394971,0.181362275154125,0.572505090244999,0.487954237540162,0.214816744869631,0.0551023972430435,0,0,0.904237350041364,0.0600217783931043,0.154217614548039,0.11400292325637,0.922490274633898,0,0.711062369507874,0,0.331116728966241,0.252660469479088,0.593182046722485,0,0,1.52489214364654,0.408588482862161
1.729176349,-0.636028524412206,-1.24630308710284,-0.275211950944486,-0.560501257709453,-0.88907880037699,-0.422884726996536,-0.329062458758557,0.410544960016353,0.113507595059631,0.924455723928771,0.72309978332011,0.400343044212653,1.00507781418019,0.5206814730144,0,0,0.310432569974555,0,0.237101857996019,0,0.309513742071882,0.0662251655629139,0.678571428571429,0.243217740033027,0.0638109759149098,0.532035021683987,0.104238258877434,0.0799520287827304,1.51531151003168,0.5,0.285714285714286,0.5,1.07142857142857,0,0,1,0.285714285714286,0,0.857142857142857,0,0.4,0.266666666666667,1.38888888888889,0.4,0.5,1.33333333333333,0.188956480435332,0,0.423216972000064,0.0855451805771934,0.304351172862214,0.236011143885893,0.0453343827603144,0.449786585137463,0.117136114487974,0.037300120911037,1.19409760417364,0.427636237697348,0.226483642006091,0,0.862911064871612,0,0.814973675207457,0.31119324286627,0.163752587055389,1.5186950169025,0.256411726815295,0.243007027654793,1,0,0.570093457943925,0,0,0.429709913930507,0.818181818181818,0.34328005668845,0,0,0.519148936170213,0,0.280305570190143,0.398323649871416,0.416666666666667,0.196576382426409,0.116778155499507,0.0131626231645453,0.000247487996832154,0.760401459854015,0.325844264582752,1,0.333333333333333,0.25,0,0,1,0,0.5,0.3,0.428571428571429,0.0833333333333333,0,1.72,0.7,0,0.432948040348235,0.738708324742252,0.206151005936464,0,0,0.695980048603481,0,0.183431478842982,0.501363828833093,0.590612520186224,0.227205082812343,0.0960975312875203,0.0114631168825381,0.000278727516869963,0.85132407658803,0.177599989006721,0.242387761636353,0.136307016177525,0,0,1.009411092931,0,0.382196895423294,0.242572359034201,0.345177672560868,0.0616095682794076,0,1.73557572149191,0.402088842263081
3.267420087,-1.03221222232184,-0.306454030008406,-0.823625662544329,-0.616990560921158,-0.342172142865885,-1.13037022391736,-0.546484587314945,0.252969697717284,0.461618802968581,0.308904076410316,0.656895444678734,1.04022606961882,0.376011133339132,0.313525225820587,0.000139062717285496,0.775474486621033,0.00381679389312977,0.0833333333333333,0.508087259455873,1.01550092032606,0.0372093023255814,0.198675496688742,0.228571428571429,0.675014648920546,0.443439740565644,1.12519433761558,0.326460481099656,1.21826903857685,0.908130939809926,0,0.142857142857143,0.5,1.4,0,1,0,0.142857142857143,1,0.428571428571429,0.25,0.766666666666667,0.533333333333333,1.27777777777778,1.1,1,0.333333333333333,0.334856936339234,0.752222637773045,0.0301135265452506,0.21051472101617,0.237961095679588,0.573945168385872,0.557501154312639,0.724634759074969,0.319053769264607,1.31619851846842,0.660518681666984,0.337881773970079,0.0847811462078825,0.57669637384385,0.267133509930266,0.216308053384875,0.968234442720338,0.486548916677644,0.580554229477954,1.1626570088368,0.698300006292277,0.874206432570055,0.117903355788989,0.000294464075382803,0.00700934579439252,0,0.341281801258754,0,0,0.661443980788914,1.41445383222692,0,0.0624113475177305,0,0.700440634129987,0.845604343270788,0.8125,0.618810305137875,0.433165186241181,0.265591440534194,1,1.25638686131387,0.9581356405247,0,0,0.25,2,0,0.333333333333333,0.5,0.916666666666667,0.6,0.428571428571429,0.25,1,1.44,1,0.213856878657742,0,0,0.367635656167495,1.95876685326241,0,0.0495216757719786,0,0.521090078154465,0.589669890900221,0.559819279174305,0.601888077522408,1.02892197422679,0.182984736721821,1.13394763013607,0.908469826471449,0.651177982275151,0,0.130003178633785,1.32169481799209,0,0.213261098980657,0.280737486060903,0.536748837013184,0.422177841585958,1.15581434920575,0.13649131804632,1.15237618204922,1.12194851586823,0.799602569048489
2.985584098,-0.621006071027047,-0.683967288154959,-0.770335715404942,-1.14301474495296,-0.902266677176997,-0.71162992079586,-0.756651967097172,0.420476332288954,0.206829929767618,0.330273270079296,0.354587231599183,0.39449104950633,0.597265309146669,0.226440631964311,0,0,0,0,0.158966489714665,0.0609168200543431,0.182663847780127,0.0794701986754967,0,0.857962544422376,0.207349805991412,1.3174044677195,0.902634593356243,1,0.856388595564942,0,0,0.5,1.85714285714286,0,0,0,0.285714285714286,0.333333333333333,0.571428571428571,0.5,1.2,0.4,1.75,1.9,0.5,0.333333333333333,0.167649170190315,0.0325622086295362,0.12305665726116,0.0775899838576662,0,0.710247678762342,0.169947371449003,0.853654385135962,0.809799371097187,0.459802760421995,0.628819007231117,0.305696314189433,0.229466144525099,0.126149651991189,0.354439569662642,0.394888682149138,1.23672358713716,0.806824503420245,0.311789228024406,1.59369421869362,1.50709869429805,0.23945488441166,0.151380307634341,0,0,0,0,0,0,0.301787260845603,0,0.142857142857143,0.28936170212766,0.0233009708737864,0.987020451171033,1.04857605486237,1,0.740449135524318,0.00450524545820083,0.243351830649273,0.326189179824779,1.8728102189781,0.814540887524421,0,0,0.5,0,0.5,0.5,0.5,1.41666666666667,0.95,0.142857142857143,0.333333333333333,0.5,2.04,1.3,0,0,0,0.268397922670183,0,0.0420658461863072,0.190253780615272,0.0163523006240499,0.729924885535344,0.833170973040534,0.768257584595693,0.675646081027849,0.00247364890349596,0.220423489851085,0.297623075989291,1.32266313128993,0.568109223420517,0,0.351862760901537,0,0.172826187687671,0.310769645153729,0.293808172846197,0.869186178494056,0.714817873441546,0.090983543732756,0.320246516008515,0.498424259197181,1.59616444935214,0.957435419183444
0.949340225,-0.891776268192867,-1.5986353539788,-0.799908841319042,-0.61981421524491,-2.03241545625154,-0.827364913820043,-0.856962570577056,0.292807084629997,0.0884910202732866,0.318062783669085,0.653903050783015,0.17512994758563,0.51371774923571,0.199934923149174,0,0,0,0,0.175431320504313,0,0.147991543340381,0.675496688741722,0.107142857142857,0.164547329330563,0.106003256274835,0.242942476065788,0.625429553264605,0,0.423442449841605,0,0,0.5,0.557142857142857,0,0,0,0.428571428571429,0,0.428571428571429,0.75,0.333333333333333,0.2,0.444444444444444,0.8,0,0.333333333333333,0.116543101332769,0,0.114550637264194,0.640546180485678,0.0450028100300135,0.149207938464925,0.049094755149421,0.18290373571997,0.669425048030632,0,0.379385711399383,0.285161680301833,0.255098790366785,0,0.255352935987417,0.622054128510893,0.429702184651508,0.275362857856196,0.0833145258283634,0.463071181627092,0.810761417602638,0,0.222534616713008,0,0,0,0,0,0,0.333044642154161,0,0,0.0900709219858156,0.216504854368932,0.0992384692753484,0.105248118868464,0.145833333333333,0.200408972914728,0.10717366670322,0.0715064726677085,0,0.35948905109489,0.139408317052749,0,0,0.75,0,0,0.333333333333333,0.5,0.0833333333333333,0.45,0.142857142857143,0.166666666666667,0,0.52,0.3,0,0,0,0.1865796667156,0,0,0.0633423845412687,0.168798679554273,0.0579773624303565,0.0635252504618898,0.0802165756074008,0.218796864462999,0.0584144763747134,0.036267043837857,0,0.278886260313576,0.125276067400716,0,0.391167790206548,0,0,0.174235773164506,0.352162559598237,0.0505140355424486,0.417661096337775,0.0793040966773409,0.0741129277283584,0,0.435872468338495,0.344601140352741
2.066744366,-1.21492540272892,-0.0655291565723536,-0.443262765919651,-1.32468222508346,-2.03241545625154,-0.747708096861968,-0.116854962179994,0.214925319217173,2.15880933301942,0.573973947199377,0.305958987947787,0.17512994758563,0.568446196914493,1.46623399932124,0,0.51791640738436,0.0763358778625954,0,0,0.175081076343238,0.296828752642706,0,0,0.284151009443798,0.113967116962323,0.592586531380411,0.222222222222222,0,0.270327349524815,0.5,0.285714285714286,0.333333333333333,1.05714285714286,0,1,0.5,0,0.333333333333333,0.714285714285714,0,0.666666666666667,0.266666666666667,1.08333333333333,1,0,0,0,0.976824606784748,0.198489552369858,0,0,0.221780336394266,0.56247996306384,0.453784183381381,0.188389303375669,0,0.22289693212436,0.49437687671425,0,1.31670037494916,0.478243432643038,0,0.932262241637067,0.429453335042499,0.998002527381897,1.17190391999811,0.642267707393861,0,0,0,0.116822429906542,0.0229357798165138,0,0,0,0,0,0.410585817060637,0.45531914893617,0.058252427184466,0.242755879112984,0.282693589865701,0.291666666666667,0.296578831366019,0.10737105676792,0.0813262074095122,0.000989951987328614,0.731204379562044,0.451437343008652,0.5,0,0,0,0.5,0.833333333333333,0,0.583333333333333,0.65,0.142857142857143,0.25,0,1.2,0.9,0,0,0,0,0,1.26192157686549,0.295263679374546,0.0420555571256497,0.181015246169866,0.224447970984016,0.201785455469885,0.245869463316606,0.0710104901350045,0.727926902797015,0.000890509334264471,0.618972294374762,0.368314814322687,0,0,0,1.72942663353802,0.559436824585285,0,0.387990724335601,0.433166458644331,0.096247781481506,1.26685291562249,0,1.17523101211381,0.700445465278582
1.587039985,-0.278170075046649,-0.177075569048421,-0.747987249012346,-0.245137868721958,-2.03241545625154,-0.39911051822012,-0.315770261765953,0.938700258334185,0.798895969025933,0.340141110561178,1.65334864512024,0.17512994758563,1.06494850508506,0.542599299433347,1,0.93476457166563,0,0.458333333333333,0.68057398805574,0.315996143395565,0.317547568710359,0.0794701986754967,0.785714285714286,0.214140583978266,0.106126701120012,0.325505277800507,0.134020618556701,0,0.280887011615628,1.5,0.714285714285714,0.777777777777778,0.714285714285714,1,2,0,1,0.666666666666667,0.571428571428571,0.25,0.5,0.2,0.666666666666667,0.7,0,0,0.834133148436204,0.625252661570156,0.280408131143256,0.182555878994417,0.411424902563352,0.451375310760182,0.358066179071641,0.319047264035065,0.183747552097922,0,0.421111524216555,0.794690994991194,1,0.949550386975912,0.385785454737101,0.446253033766389,0.833826870253265,0.667922268635023,0.678295580578287,0.773447690442879,0.766339278342554,0,0,1.3047703180212,0,0,0.420530094849747,0.41026458399745,0.818181818181818,0.816471144004409,0.736823576745122,0.138746145940391,0.408510638297872,0.169902912621359,0.12210833852196,0.135155729117059,0.208333333333333,0.264632414164667,0.10737105676792,0.0715064726677085,0.000989951987328614,0.51021897810219,0.164945576332682,0,0.666666666666667,1.25,1,0.5,0.666666666666667,0,0.25,0.6,0.142857142857143,0.166666666666667,0,0.8,0.4,0.476023464645856,0.463275716375575,0.85557682787014,0.857280071189631,1.95876685326241,0.157806643670253,0.347897720717442,0.152864914005601,0.31179963457939,0.352819492574039,0.53882111170906,0.551649253952166,0.681885003128598,0.130869482751014,0.000624719169674267,0.513435992252597,0.197269519148947,0.327720103820925,1.24813889180691,1.32169481799209,0.667553989120084,0.451281868266458,0,0.258324808104815,0.91724754725677,0.926517159211754,0.478667748010282,0,0.825959639525117,0.342603021982728
0.836790443,-0.451831585738759,-0.864831117940251,-0.44050455171397,-0.690311172820246,-0.502155004556924,-0.148485536138822,-0.406381473637197,0.577910620953616,0.163575326378327,0.577567843641074,0.587124132165033,0.708818369408118,2.86244801381359,0.421615550022165,0.017104714226116,0,0.213740458015267,0.0833333333333333,0.020985401459854,8.76501007976159e-05,0.149260042283298,0.43046357615894,0.714285714285714,0.132821952834281,0.609018480026958,0.191882824646101,0.25085910652921,0.913451928842694,0.575501583949314,0,0.714285714285714,0.611111111111111,0.742857142857143,0,0,1.5,0.142857142857143,0,0.857142857142857,0.75,0.266666666666667,0.733333333333333,0.527777777777778,1,0.5,1,0.0177522169290072,4.38012743577483e-05,0.153975172561333,0.421820827222354,1,0.108698089135811,0.483245895621017,0.17226954457722,0.332073438659608,0.666591740192473,0.980109758814869,0.528870581581355,0.0759225209318141,0,0.854865842979793,0.591206274150506,0.727190680009662,0.179817952295938,0.508512430869776,0.868974849414161,0.885188138464517,0.430250625274982,1.34881610667076,0.0235571260306243,0.380841121495327,0.0114678899082569,0.00292527258221789,0.00414408670704495,0,0.0362176206597906,0.000251458459062563,0,0.246808510638298,0.00485436893203883,0.0924613247760908,0.0936279645680541,0.270833333333333,0.154246461282265,1.28941404393757,0.0184611013145909,0.173241597782508,0.409124087591241,0.0143734300865197,1,0,0.25,0,0,1,0,0.166666666666667,0.3,1.14285714285714,0.166666666666667,0.5,0.72,0.1,0.00418763523452911,0.00504661858189525,0,0.0240060911864954,0.00018212224518303,0,0.247918394045608,0.00714647015883433,0.0853639482411936,0.0916543544968248,0.258535279106426,0.125286369060695,1.17535619089778,0.0180264152212223,0.197441574349949,0.390452180244667,0.0172582075810705,0,0.11641938676819,0,0,1,0,0.109397494477369,0.218817587167619,1.08379418809535,0.125496594099409,0.62236596945577,1.04307657331541,0.111121556997423
3.70907576,-0.738557433987179,-0.175623154373575,-0.749197381783146,-0.147214755533009,-0.389057748040328,-0.991623915458063,-0.203540887294092,0.353551742610338,0.805502829066272,0.339591832436474,2.75310946311107,0.914868006338482,0.428622281496944,0.841780334667729,0,0.469702862476665,0,0.416666666666667,0.770902455209025,0.992795161714436,0.626638477801268,0.357615894039735,0,0.577639278892618,1.17664290075368,0.5092872923656,0.443298969072165,0.478512892264641,0.434002111932418,1,0.285714285714286,0.888888888888889,1.32857142857143,0,1,0,0.428571428571429,1,0.857142857142857,1,0.633333333333333,1.2,1,1.4,0.5,1,0.600119195122596,0.752485768425395,0.429429228400191,0.603089637583329,0,0.540531805882247,1.05051572734785,0.410251422794708,0.485325843163857,0.508778342506183,0.289977704385126,0.77815965670812,0.317358982613843,0.724163522915702,0.564115945778598,1.56004339442964,1.09778029424171,0.445723230973285,1.01583601550991,1.00895679955677,1.79412580212887,0.555322137178659,0.537209172513161,0,0,0,0,0,0,1.46350681048736,1.41445383222692,0.372363823227133,0.484397163120567,0.775728155339806,0.654653000622635,0.492999333269835,0.291666666666667,0.53117500122447,1.28941404393757,0.301794922152486,0.0738751670543979,0.896715328467153,0.182807703042143,0,0,0.75,2,0.5,1,0,0.5,0.65,1.42857142857143,0.333333333333333,0.5,1.4,0.1,0,0,0,0.960760766919156,1.75438903710437,0.427020483951522,0.337140868422069,0.498224528229557,0.358955089096574,0.280316290744418,0.169683805834503,0.691644253859878,1.17535619089778,0.548118818907443,0.0559419224202748,0.689029156006396,0.230941726005063,0,0.486637399388543,0.858045569389717,0.673074652568747,0.659888274179101,0,0.259168475327723,0.550862285998819,1.22832128738016,0.625296046254457,0.412934717360629,1.23291550867258,0.0771403883722667
